mid,title,budget,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,thriller,war,western,original_language,production_companies,release_date,revenue,runtime,popularity,average_rating,num_votes,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,director_1,director_2,director_3
19803,Underclassman,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Miramax Films and ,2005-09-02,0,95,5.182413,5.1,37,36811,41901,11023,11159,11024,1216163,34457,-1,-1,-1,74062,-1,-1
17124,Wild Things: Diamonds in the Rough,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,en,Mainline Releasing and Lightning Entertainment and Mandalay Pictures and ,2005-02-19,0,87,5.159071,4.1,35,81270,63275,2133,36067,169041,158782,133968,2133,88677,200427,81272,-1,-1
16411,Initial D,1549000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,cn,Avex Inc. and Media Asia Film and Sil-Metropole Organisation and Basic Pictures and ,2005-05-12,7096000,107,5.076551,6.3,52,17380,132739,78869,66717,213438,118742,20372,43662,92487,1191986,65994,66718,-1
9729,Where the Truth Lies,25000000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,en,Serendipity Point Films and ,2005-10-07,0,107,5.063644,6.1,89,4724,5472,8291,54014,52478,7868,58800,58801,58803,42308,56205,-1,-1
14177,Beauty Shop,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Metro-Goldwyn-Mayer and ,2005-06-02,36351350,105,5.041962,5.4,143,15758,5588,1533,1981,8211,133302,105880,84206,60483,216119,62116,-1,-1
308,Broken Flowers,10000000,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,en,Focus Features and Bac Films and Five Roses and ,2005-05-17,45742101,105,5.035248,6.8,446,1532,1146,4430,3063,4431,2954,4432,4433,4439,4440,4429,-1,-1
19082,No Direction Home: Bob Dylan,2000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2005-07-21,0,208,4.914407,7.5,42,1487,110589,1490,84678,44549,262701,1179595,-1,-1,-1,1032,-1,-1
9074,The Man,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,New Line Cinema and ,2005-09-08,12382362,83,4.889783,5.3,165,2231,26510,10843,15860,56910,53650,170152,54819,5946,122491,56911,-1,-1
16456,The Crow IV: Wicked Prayer,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Dimension Films and Edward R. Pressman Film and Jeff Most Productions and Fubu Films and ,2005-05-13,0,99,4.855322,2.9,55,25934,820,56120,9372,83522,1234,130814,59192,11160,2778,116653,-1,-1
14597,Lassie,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,en,Odyssey Entertainmant and ,2005-12-16,0,100,4.818556,6.7,42,11390,2206,28743,22970,77102,77103,206161,188426,28485,995519,77104,-1,-1
7870,Down in the Valley,8000000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Class 5 Films and ,2005-05-13,852872,112,4.729435,6.0,79,819,38940,52,28042,6905,4942,18071,7430,52852,35236,53212,-1,-1
50724,My Brother's Wife,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,es,Cinefarm and Panamax Films and ,2005-11-04,0,89,4.718928,5.1,19,119817,66914,144475,147336,117093,52745,7353,-1,-1,-1,132364,-1,-1
20668,Daltry Calhoun,3000000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,en,,2005-09-25,0,100,4.68629,5.2,9,9656,9281,3196,28638,93111,1276004,5151,15668,1877364,1877367,232936,-1,-1
17113,The Ballad of Jack and Rose,1500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Jack and Rose Productions and IFC Productions and Initial Entertainment Group (IEG) and Elevation Filmworks and ,2005-03-25,712294,111,4.560502,6.5,55,11856,38670,2229,153516,17142,11662,20089,2222,62547,-1,41670,-1,-1
19583,Fierce People,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Lions Gate Entertainments and ,2005-01-01,0,112,4.498086,5.9,44,2882,55636,21028,37917,20,59882,16828,44150,83777,26089,2171,-1,-1
14922,Happy Endings,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Lions Gate Films and ,2005-01-20,0,128,4.440272,5.6,43,14406,4581,1579,17772,21127,50095,74036,44221,25836,4784,57579,-1,-1
18224,Bionicle 3: Web of Shadows,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,en,Nitrogen Studios Canada and ,2005-01-01,0,74,4.425005,6.0,13,45923,82816,74364,74367,59312,74363,74360,82818,52283,-1,82813,82815,-1
20558,Scooby-Doo! in Where's My Mummy?,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,en,Warner Bros. Animation and ,2005-11-24,0,75,4.393839,6.6,59,15831,16418,86314,15761,11870,1982,2372,12799,211454,18041,113896,-1,-1
7182,Venom,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Dimension Films and Outerbanks Entertainment and Collision Entertainment and ,2005-09-16,0,85,4.313967,4.8,60,51536,23495,51975,51976,51977,22122,11671,31714,167352,29931,33254,-1,-1
18506,Once Upon A Mattress,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,en,Touchstone Television and ABC Video Enterprises and ,2005-12-18,0,90,4.310441,5.3,9,14837,30364,81681,11664,155209,66101,160263,84249,94185,1027491,1233237,-1,-1
9721,7 Seconds,13000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Andrew Stevens Entertainment and ,2005-06-28,0,96,4.274814,4.4,59,10814,58757,58758,58759,24605,58760,58761,58764,37985,47943,58766,-1,-1
12261,Carlito's Way: Rise to Power,9000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Rogue Pictures and ,2005-09-27,0,100,4.226963,4.8,25,19487,16214,40481,16450,50217,4808,-1,-1,-1,-1,56109,-1,-1
15276,Barely Legal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Talent Network Media GmbH and Coproducción Alemania-USA and International West Pictures (IWP) and Motion Picture Corporation of America (MPCA) and Original Voices Inc. and ,2005-10-21,0,90,4.222325,5.2,58,12901,58381,80417,3908,67850,94642,58507,74036,52117,20189,69741,-1,-1
26116,The Mechanik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,,2005-11-02,0,94,4.2117,5.3,22,16644,29068,94694,94695,22019,94696,94697,94698,94699,90112,16644,-1,-1
9753,Survival Island,9000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,en,Thema Production and ,2005-01-01,0,95,4.188577,4.6,45,1954,38561,58970,58971,58972,58973,58974,58975,59387,59388,59023,-1,-1
24123,Cake,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Cake Productions Inc. and New Real Films and First Look International and ,2005-05-12,0,95,4.14498,4.8,52,69122,44221,17637,25540,49001,4134,57854,5945,142736,79406,1239766,-1,-1
10703,Seven Swords,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,zh,Boram Entertainment Inc. and Film Workshop and Mandarin Films Distribution Co. and Beijing Ciwen Digital Oriental Film & TV Production Co. and City Glory Pictures Ltd. and ,2005-07-25,0,153,4.034772,6.1,55,66761,66762,127269,26775,1341,73774,148673,64896,936373,237256,26760,-1,-1
13557,The Gravedancers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Code Entertainment and ,2005-11-03,0,95,3.992188,5.7,60,10862,74651,17774,55174,10698,73408,100529,100527,-1,-1,73409,-1,-1
17035,The Moguls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Raygun Productions and First Look International and Qwerty Films and N1 European Film Produktions GmbH & Co. KG and ,2005-02-06,0,96,3.967759,5.6,29,1229,16858,12836,1462,532,11663,886,16861,21104,10478,86300,-1,-1
10913,Dear Wendy,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Zentropa Entertainments and Lucky Punch and Nimbus Film Productions and ,2005-01-22,0,105,3.948518,5.8,42,478,8984,11665,67453,17486,26999,4451,55272,-1,-1,4453,-1,-1
9993,Little Fish,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Mullis Capital Independent and Porchlight Films and Australian Film Finance Corporation and ,2005-07-19,0,114,3.922171,5.8,31,112,4783,1331,26291,37287,41785,51671,61632,61633,61634,61346,-1,-1
9288,Dungeons & Dragons: Wrath of the Dragon God,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,Zinc Entertainment Inc. and Skyline Films and Studio Hamburg WorldWide Pictures and Sweetpea Entertainment and ,2005-01-01,0,105,3.892113,4.7,40,27422,57143,57144,57145,57146,141533,1331373,-1,-1,-1,21394,-1,-1
24935,Return of the Living Dead: Necropolis,6000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Castel Film Romania and Denholm Trading Inc. and Aurora Entertainment and ,2005-10-15,0,88,3.88341,3.8,37,92855,74302,59150,92856,9979,121726,1929010,1929011,1490161,1162703,56150,-1,-1
14166,Pretty Persuasion,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,REN-Mar Studios and Prospect Pictures and ,2005-01-22,0,105,3.851732,5.9,52,38940,11826,44679,62204,1034781,78197,33532,13636,75463,90341,74062,-1,-1
18070,Black Dawn,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Andrew Stevens Entertainment and Steamroller Productions and Sony Pictures Home Entertainment and ,2005-01-01,0,96,3.846622,3.5,26,23880,46917,95638,95639,95640,95641,95642,93719,95643,49327,33651,-1,-1
18882,Man-Thing,7500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,Marvel Entertainment and Lions Gate Films and Artisan Entertainment and ,2005-04-21,143000,97,3.812132,4.0,44,75488,19538,12536,15294,75121,83769,83770,83771,83772,62486,57090,-1,-1
25975,My Date with Drew,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,rusty bear entertainment and lucky crow films and ,2005-08-05,0,90,3.782156,6.1,21,69597,85563,3034,21315,2171,14407,155007,-1,-1,-1,94471,85563,997560
21891,Confessions of a Sociopathic Social Climber,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Confessions Productions (II) and Once Upon a Time Films and ,2005-03-12,0,96,3.72261,4.0,21,33259,25146,21430,43774,52396,-1,-1,-1,-1,-1,60050,-1,-1
16548,Ellie Parker,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Strand Releasing and ,2005-01-21,0,95,3.70689,5.5,24,3489,9306,9308,1236,113858,9396,113859,80278,54812,-1,9306,-1,-1
27594,The Best Man,11000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Surefire Film Productions and Endgame Entertainment and Film Consortium and Best Man Filmproduktions and Hungarian Film Connection and Insider Films and Redbus Pictures and ,2005-07-09,0,96,3.652887,5.5,27,56778,13922,20189,11110,57449,25532,10731,4001,28158,35013,94155,-1,-1
21246,Kids in America,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Kids in America LLC and ,2005-10-21,0,91,3.64575,5.6,14,20814,87333,85156,87334,31171,-1,-1,-1,-1,-1,62157,-1,-1
42246,Tom and Jerry: The Fast and the Furry,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Warner Bros. Animation and Turner Entertainment and ,2005-10-11,0,75,3.589214,7.0,31,81178,34982,31531,84495,78798,144393,34983,43125,23679,1088202,144393,-1,-1
17952,In The Mix,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,,2005-11-23,0,95,3.571371,4.2,26,57108,9046,59192,-1,-1,-1,-1,-1,-1,-1,33485,-1,-1
3527,Don't Come Knocking,11000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Reverse Angle International and Reverse Angle Production and Arte France Cinéma and ,2005-05-19,0,123,3.533704,6.4,25,9880,4431,98,3129,2639,32458,826,12950,32460,32461,2303,-1,-1
14457,Reeker,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,en,"Institution, The and Primal Pictures and Afraid of the Dark and ",2005-03-13,0,90,3.528727,5.3,65,54455,33934,87158,71520,20373,11086,11867,57418,87159,1089169,30870,-1,-1
14167,Standing Still,1700000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Trent Othick Productions and Insomnia Entertainment and Rice/Walters Productions and ,2005-01-02,12762,90,3.505991,5.6,14,17866,9273,8297,8211,11022,3982,58019,28472,37014,3492,239261,-1,-1
17186,Supercross,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Tag Entertainment and ,2005-08-16,3102550,80,3.431431,5.4,40,81388,6858,49914,54830,38673,62036,418,81390,81391,81392,72258,-1,-1
20910,The Muppets' Wizard of Oz,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,en,"Touchstone Television and Jim Henson Productions and Jim Henson Company, The and Fox Television Studios and ",2005-05-20,0,88,3.408317,4.5,35,57172,4175,138,58563,15758,178425,64180,64181,64182,97185,145446,-1,-1
24702,Shallow Ground,72000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Deco Filmworks and ,2005-06-28,0,97,3.332195,5.1,44,92949,93213,74411,93212,125026,981300,52505,43934,9276,55554,77362,-1,-1
18189,Dirty Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Palisades Pictures and Big Screen Entertainment Group and Double Down Entertainment and DEJ Productions and ,2005-09-23,0,91,3.325409,4.8,28,35597,28639,52480,8695,3138,1215144,86929,1226913,77462,1217886,24970,-1,-1
5145,The Business,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Vertigo Films and Monkey Productions S.L. and ,2005-09-02,0,96,3.280989,6.5,50,41042,39660,6969,41547,21436,1334170,42582,24240,163570,26071,41530,-1,-1
14286,Why We Fight,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,en,,2005-01-01,0,98,3.275375,7.7,38,84382,84383,84384,19011,46432,84385,2662,74266,84386,-1,84369,-1,-1
14788,Bubble,1600000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,en,Magnolia Pictures and Extension 765 and ,2005-09-03,0,73,3.265761,6.4,41,567601,567602,567603,567604,-1,-1,-1,-1,-1,-1,1884,-1,-1
18839,Ghost in the Shell: Stand Alone Complex - The Laughing Man,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ja,Kôkaku Kidôtai Seisaku Iinkai and Kodansha and Production I.G and ,2005-01-01,0,160,3.234655,8.0,36,34923,83932,83933,20664,9719,83936,83937,178861,83935,40451,16137,-1,-1
18191,Edmond,10000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,First Independent Pictures and ,2005-08-31,0,82,3.210265,5.9,60,3905,3266,9205,8211,71913,12041,97068,39126,5578,27993,27991,-1,-1
15022,Dirty Deeds,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Green Diamond Entertainment and Ten Deeds and Bill Civitella/Todd Zeile Production and Thats Hollywood and ,2005-08-26,0,87,3.184937,5.7,39,16501,22082,8691,20373,1466,126471,17040,59259,154295,21735,67966,-1,-1
58462,Loverboy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Mixed Breed Films and Bigel / Mailer Films and Millennium Films and ,2005-01-24,0,84,3.166176,4.4,15,26467,61259,2876,4724,7571,18277,17485,3141,55152,1396124,4724,-1,-1
2151,Man with the Screaming Brain,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,en,ApolloProScreen and ,2005-04-03,0,90,3.162272,5.2,39,11357,22014,11769,22015,825,22016,22017,22018,22019,-1,11357,-1,-1
13169,The Baxter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,IFC Films and IFC Productions and ,2005-04-24,0,91,3.075996,5.9,16,22215,9281,1812,15009,6212,22224,89585,21131,22226,-1,22215,-1,-1
8382,Today You Die,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,,2005-09-13,0,92,3.07151,4.0,35,23880,62817,42743,49877,62715,17770,79079,112285,56734,86602,56353,-1,-1
35320,School Of Life,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,en,Bouncing Betty Productions and School of Life Productions Inc. and Gynormous Pictures and ,2005-02-19,0,111,3.067223,6.1,38,19839,10859,41230,48465,19740,16562,61168,20380,101245,53119,56506,-1,-1
24939,Return of the Living Dead: Rave to the Grave,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Castel Film Romania and Denholm Trading Inc. and Aurora Entertainment and ,2005-10-15,0,86,2.984188,4.1,26,92855,74302,59150,63661,9979,134830,1163895,965913,1979896,1255382,56150,-1,-1
18777,Slow Burn,15500000,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,en,Longfellow Pictures and Sidney Kimmel Entertainment and Greenestreet Films and Bonnie Timmermann Productions and ,2005-09-12,1237615,93,2.981823,5.4,20,11477,36424,327,68276,5294,-1,-1,-1,-1,-1,58667,-1,-1
78433,Tyler Perry's I Can Do Bad All By Myself (The Play),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2005-06-28,0,120,2.966998,6.6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80602,1055101,-1
24616,Punk: Attitude,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2005-07-04,0,88,2.960301,7.0,17,89799,9290,4429,1156251,1187021,101831,1732833,7491,938975,182195,92073,-1,-1
25707,Dot.Kill,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,en,Lucky UKFS and ,2005-03-08,0,87,2.855404,4.1,8,23346,94136,94137,25074,47742,94138,-1,-1,-1,-1,17784,-1,-1
14933,The Truth About Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Take 3 Partnership and Impact Film & TV and Piccadilly Pictures and Lex Filmed Entertainment and ,2005-04-21,0,94,2.812747,4.1,32,33259,15336,16756,15268,131534,131535,1029197,-1,-1,-1,18024,-1,-1
7301,Lonesome Jim,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Plum Pictures and ,2005-11-16,0,91,2.76323,6.4,30,1893,18472,882,5960,5950,52406,52407,52408,534,52409,884,-1,-1
17926,Undiscovered,9000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,en,Cinerenta Medienbeteiligungs KG and Intermedia Films and Lakeshore Entertainment and ,2005-08-26,1046166,97,2.755854,4.3,15,65561,4,27855,4441,54815,32203,148707,26473,68495,27811,1045480,-1,-1
55423,Mr. Incredible and Pals,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Pixar and ,2005-03-15,0,4,2.736676,5.9,13,8977,2231,51957,12890,222336,222338,-1,-1,-1,-1,74142,-1,-1
15124,A Little Trip to Heaven,12000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Palomar Pictures and Blueeyes Productions and Pink Productions and ,2005-12-26,0,98,2.719547,5.2,25,2178,12041,9979,17604,94958,33450,25532,-1,-1,-1,67813,-1,-1
18045,The Dark Hours,500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,en,Calder Road Film and Canadian Film Centre (CFC) and Feature Film Project and ,2005-03-11,0,80,2.709472,5.8,32,11884,237,51539,82643,44176,82644,82645,82646,82647,-1,82641,-1,-1
91908,Rings,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Catchlight Films and ,2005-03-08,0,16,2.700733,5.4,37,57136,84247,107791,58369,283815,985646,985676,985713,-1,-1,66739,-1,-1
21710,Fuck,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2005-11-07,19791,93,2.693081,6.5,19,551719,12115,24810,214317,83349,61109,9188,551720,117538,21197,77523,-1,-1
244888,Jack Kirby: Story Teller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Sparkhill Production and Marvel Studios and 20th Century Fox and ,2005-01-01,0,64,2.681916,4.0,2,18866,1262612,193471,7624,207202,1074428,56011,1262615,34934,135520,-1,-1,-1
20604,Metal: A Headbanger's Journey,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,Banger Productions and Seville Pictures and 235 Films and Chum Television and ,2005-09-14,0,91,2.680629,7.7,51,84110,116092,102984,1172542,1172543,112235,35824,1076823,77328,22304,84110,84111,1172541
14885,Pooh's Heffalump Halloween Movie,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Walt Disney Television Animation and Walt Disney Pictures and ,2005-09-13,0,67,2.652376,5.4,12,6860,19540,12077,5247,77482,60739,77484,28010,81082,3796,77488,92694,-1
8443,Lower City,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,pt,Buena Onda Films and VideoFilmes and ,2005-05-16,0,98,2.613488,6.1,18,55009,8602,52583,55012,55011,55015,1491367,55010,55013,55014,10042,-1,-1
22747,Bob the Butler,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Bob Productions and Rampage Entertainment and Open Eye Productions and Aquarius Films and ,2005-03-10,0,90,2.589513,5.6,32,36423,15110,46903,204729,42708,82791,4001,82643,126223,1532115,20779,-1,-1
42968,The Nun,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,es,Filmax Group and Future Films and ,2005-11-03,0,101,2.581868,4.5,36,70785,59092,237081,237082,31402,-1,-1,-1,-1,-1,17089,-1,-1
13222,The Devil and Daniel Johnston,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2005-01-23,0,110,2.557061,7.9,41,74294,5741,1091199,1441148,101831,-1,-1,-1,-1,-1,74295,-1,-1
10598,Dirty,3000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,en,Deviant Films and Silver Nitrate Pictures and ,2005-11-10,0,97,2.550842,5.1,40,5365,53255,56457,35476,65826,65828,65827,61852,9777,3952,65817,-1,-1
20215,Boo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Graveyard Filmworks and ,2005-05-13,0,94,2.530805,4.1,31,168914,1677563,59553,85820,85821,77790,176497,62001,-1,-1,85822,-1,-1
14278,Murderball,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2005-07-22,1750211,88,2.524309,7.0,30,82841,82842,82843,82844,82845,-1,-1,-1,-1,-1,82839,82840,-1
2008,The Promise,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,zh,,2005-12-15,0,98,2.505355,5.4,36,20652,20654,20655,20656,16962,9195,-1,-1,-1,-1,20640,-1,-1
20521,Reefer Madness: The Movie Musical,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Dead Old Man Productions and Middle Fork Productions and ,2005-04-16,0,109,2.505053,6.7,30,40462,19225,9206,10697,86267,31365,1222822,74933,6106,27111,58375,-1,-1
14057,Trust the Man,9000000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Trust the Man LLC and ,2005-09-01,0,103,2.483968,5.5,37,12640,1231,8289,1579,21180,8170,6913,52865,1225953,1041542,86203,-1,-1
10579,Dracula III: Legacy,10000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Castel Film Romania and Dimension Films and Neo Art & Logic and ,2005-07-12,0,86,2.385869,3.7,28,65647,58319,52474,65639,134830,62506,65649,65650,62503,6355,27226,-1,-1
27134,Boy Eats Girl,5000000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Lunar Films and Element Films and Irish Film Board and ,2005-06-07,0,80,2.305349,5.0,23,97049,97050,1256162,17019,96522,1233561,1373165,1373166,158637,208485,1373168,-1,-1
28500,Before The Dinosaurs - Walking With Monsters,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,British Broadcasting Corporation (BBC) and ,2005-11-05,0,87,2.287888,7.3,12,11181,-1,-1,-1,-1,-1,-1,-1,-1,-1,1180218,1179792,-1
31446,Archangel,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,en,British Broadcasting Corporation (BBC) and BBC Drama Group and Powercorp and Baltic Film Group and ,2005-03-18,0,133,2.262984,5.4,18,8784,117153,16856,90356,223328,223329,-1,-1,-1,-1,120930,-1,-1
28522,Day of the Dead 2: Contagium,9000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,en,Taurus Entertainment Company and ,2005-08-10,0,103,2.254522,3.0,18,101075,101076,101077,101078,101079,101080,101081,101082,101084,63344,101073,101074,-1
33081,Paheli,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,hi,Red Chillies Entertainment and ,2005-06-24,0,141,2.226519,6.3,30,35742,35776,6497,-1,-1,-1,-1,-1,-1,-1,105650,-1,-1
224747,Matilda's Movie Magic: The Making of 'Matilda',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Columbia TriStar Home Entertainment and ,2005-06-07,0,16,2.224111,1.0,1,518,24203,167189,406204,11213,6368,156734,11717,1075261,-1,-1,-1,-1
14147,DeVour,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,Bigel Entertainment and Sony Pictures Home Entertainment and ,2005-05-31,0,90,2.221173,4.7,26,49624,27855,11149,6573,129985,116573,1226195,11833,117085,188947,207419,-1,-1
33723,The Eye: Infinity,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,cn,Applause Pictures and ,2005-03-24,0,86,2.192821,4.9,11,115495,115496,72040,115497,64440,-1,-1,-1,-1,-1,31033,21905,-1
14217,Reincarnation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ja,Tokyo Broadcasting System (TBS) and Nikkatsu and Mainichi Broadcasting System (MBS) and Entertainment Farm (EF) and Geneon Universal Entertainment Japan and Oz Company and Toho Company and ,2005-10-26,0,96,2.190346,5.8,45,112859,63696,112861,46364,112862,548174,1342694,1127066,1716971,117837,20310,-1,-1
2911,The Last Drop,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,en,,2005-05-23,0,103,2.168957,4.5,13,1954,16690,147,28846,20289,2478,975,6366,28847,28848,28839,-1,-1
38583,Separate Lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,en,DNA Films and UK Film Council and Celador Films and ,2005-09-16,0,85,2.152611,5.9,13,207,1639,132993,4757,90764,8443,12642,16752,158293,1733105,10747,-1,-1
17364,Their Eyes Were Watching God,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,American Broadcasting Company (ABC) and Do We Inc. and Harpo Films and ,2005-03-06,0,113,2.145254,5.7,12,4587,31839,8177,15532,18288,81725,81726,18272,1442960,-1,81727,-1,-1
