did,director_name,movie_credits,popularity
1919664,Marina Viscun,26,0.033869
1353142,Roel Banzon Robles,2,0.00324
1343577,Michael Packer,1,1e-06
1372345,Sadyk Sher-Niyaz,2,0.4
1671264,Norman Gregory McGuire,6,1e-06
1738568,Matthew Anderton,4,0
1272169,Jarrell Crump,2,1e-06
82244,Martyn Atkins,8,0
1492567,Frank Zamacona,3,0
1858694,Don Glanden,3,8.8e-05
1367371,Karen E. Francis,2,0
1672046,Andrew Rhyne,51,0.019656
1304303,Cole Claassen,4,0
1416361,Kyle Morck,2,0.000167
1416360,Jose Angel Sáënz,3,0.4
1944893,Jacopo Manfren,1,0.01512
1189234,Sabrina Culver,2,0.00024
1940500,George Harris,1,0.0504
1591872,Carolyn Baker,2,0.0504
1940036,Greg Johnson,1,0
941502,Jeff Dupre,3,2.6e-05
1984758,Simon Black,2,0
1399783,Tim Delmastro,5,0.00324
1258053,Daniel Edge,4,7.2e-05
989831,Nicholas Fackler,4,0.002478
1533001,David Hooper,2,0.52
1397953,Patrick Culbertson,4,0.17004
1397950,Mathieson Phibbs,3,5e-06
586938,Park Chan-kyong,10,2.6e-05
1375497,Christopher Wells,4,0.004212
1271563,Amy Goldstein,5,0.52
1264608,Michael Chance,2,0.0108
1717590,Jediswag,1,0.000172
572128,S. Luis Bocardo,3,0.00024
1012116,Suza Lambert Bowser,2,0.015012
1685819,Myles Erfurth,1,0.4
1685820,Jarrod Knowles,3,0.002477
1524148,Ian Randolph,4,2.6e-05
1524149,Solomon Gross,5,0.08064
1722011,Henrik Bech Poulsen,2,0
1776646,Brian Mok,15,0
1328633,Dennis Michael Lynch,1,0.1668
1626920,Marcus D. Spencer,5,0.4
552207,Masahiro Sugano,6,0
1505648,Rafael Grampá,2,6e-06
1313444,Shane Anderson,2,0.156
1170428,Tobias Belliard,5,0
1304999,Jason Wishnow,5,0.156
1560536,Philip Carrel,3,2e-06
1709853,David Newman,1,0
1911684,Liam Paull,3,0
1461932,Michael Lennick,10,4e-06
1417613,Travis Palmer,1,0
1418373,Mac Smith,23,0.0468
1713292,Tom Tollefsen,1,0.000972
1399370,Daniel Ziegler,3,0.036
1518467,Tiffany McLean,3,0.004536
1740885,Ryan Casselman,11,0.029635
1983408,Adam Evans,2,0.000292
1314393,Ursula Liang,2,0.00889
1369244,อุเทน ศรีริวิ,2,0
1369245,จิณณพัต ลดารัตน์,1,0
1270271,Jinnapat Ladarat,1,0
1160621,Reuben Atlas,4,0.000172
1813864,Tom O'Dell,3,0
1653766,Danny Rogers,3,0.00324
1879484,Bhu Srinivasan,3,0
1663617,Stephen Folker,6,0.000172
1437767,Jonathan Ade,1,7.3e-05
1602922,George Manatos,5,0
1847978,Federico Vitetta,8,0.00047
1943838,Alex Nazari,1,0
1943839,Darryl Lucky Rodgers,1,0
941290,Kely McClung,2,0.000972
1538061,Mike Skiff,3,0.0216
545610,Ron Meyer,7,0.036
1448846,Mitchell Lyon,4,5.2e-05
1686689,Sean Bloomfield,2,0
959826,Larry Weitzman,2,2.1e-05
1382918,Richard Wolf,1,0.52
1466091,Sammy Harbors,2,0
236283,Lee Groberg,2,0.005228
1073903,Luc Schaedler,5,0.000103
1641655,Scott Baehrend,3,3.7e-05
1427021,Nathan Kaufman,1,0
1298332,Tirf Alexius,4,0
1472459,Louie Iaccarino,2,0.4
1537535,Chris Howe,9,0.01404
1534694,Walter Reuben,3,0.021168
1641739,Jim Aikman,2,4e-06
1486746,Lori Bowen,4,0.00104
1961621,Jed Brian,11,0
947283,Juan Carlos Carrasco,9,3e-06
1356693,Dan Steadman,2,0.01512
1696523,John Lord,3,0.004536
1570296,Marie Ullrich,3,0.0108
1559920,Ben Fiore,1,0.002722
1559922,Philip Snyder,1,0
1748152,Mark Pedri,1,0
1656584,Quinn Bailey,16,5.2e-05
1958818,Richard Givens,3,0
1904573,Garrett Smith,1,0
1671772,Liz Hewes,2,0.7952
1474743,Jason Tostevin,5,0
1474744,Robert Boocheck,2,0
1417218,Robert Boocheck,5,2.4e-05
1570970,Dalton Cheatham,5,0.4
1405903,John McCoy,11,0.0504
1848140,Rob Welsh,2,0
1148332,Stephen C. Mitchell,2,8e-06
1170269,Lucas Leyva,11,0.07056
1170271,Jillian Mayer,12,0
1567341,Adem Suljic,6,0
1617373,Dylan Greenberg,5,0.001905
1184558,Steve Rudzinski,12,0.162336
1431332,Cliff Stephenson,9,0
1573261,William Johnston-Carter,1,0.009072
1452426,Andrew Rodgers,1,0.000171
1182311,Justin G. Dyck,9,0
1311000,Sam Blair,5,0.36
1193508,Jason Paul Laxamana,26,9.4e-05
1898486,Branden Blinn,2,2e-06
1383338,Casey Penn,1,0
1457544,Jake O'Brien,7,0
1843476,Christopher L. Ferreira,1,1e-06
1382913,Robert Lemelson,3,2e-06
1494615,Tyge Christiansen,8,0
1448667,Maria Lee Metheringham,2,0.036
1305192,Adrian Noble,3,0.000157
1954021,Noah Levine,2,0
1974667,Andrew Wright,18,0.000572
1533478,Ethan Dunlap,4,1.6e-05
1569092,Barry Gribbon,3,0.004212
1393516,Yatao LI,1,0
1931096,Chris L. Griffin,2,0
1056060,Zach Clark,17,0.000292
1990247,Alex Lvovsky,1,3e-06
1468019,Allan Miller,4,0.000292
1317182,Loch Phillipps,1,0
1315085,Brian L. Frye,1,0.004212
1454468,Lauren Marie Morrison,1,0
1965194,Max Jordan,1,1e-05
1351856,Tim Gordon,1,0
950853,Samantha Grant,1,1e-06
1573263,Suha Araj,1,0
1617695,Charles Vick Duncan,1,2e-06
2128,Leigh Whannell,29,4.239024
568279,Daniel Benmayor,4,3.1e-05
59027,Jeremy Garelick,6,0.5512
1413740,Aleksander Bach,1,1.2
52935,John Francis Daley,13,1.673167
1236679,Jonathan M. Goldstein,11,0.025201
177532,Marielle Heller,4,0
1169024,Ilya Naishuller,12,0.004212
122423,Yorgos Lanthimos,21,1.224348
52803,Etan Cohen,9,1.222658
1354171,Henry Hobson,1,0.002477
183036,Doug Ellin,8,1.5e-05
549310,Justin Kurzel,7,0.015446
64618,Adam MacDonald,4,3e-06
110427,Kriv Stenders,19,0
1032011,Afonso Poyart,5,8e-06
33192,Joel Edgerton,14,8.325782
1257827,Max Joseph,4,5.9e-05
7316,Mark Burton,8,0.024396
1307348,Richard Starzack,3,2e-06
1018106,S. Craig Zahler,15,0.000974
1062805,John Maclean,6,0
217174,Paul Tibbitt,4,0.001488
90609,Oz Perkins,9,1.07916
10707,Terry Jones,28,1.69021
1351814,Christian Cantamessa,1,0.01455
995462,Gregory Plotkin,12,0.12
1184816,Morgan Matthews,14,8e-06
86688,Levan Gabriadze,5,1e-06
64992,Hou Hsiao-hsien,49,0.201684
15892,Dan Fogelman,14,1.135536
1336328,Jason Krawczyk,8,0.00047
1083452,Tadayoshi Yamamuro,3,0
585933,François Simard,14,0.000408
585934,Anouk Whissell,13,0
1397786,Yoann-Karl Whissell,10,0.00224
61763,Shane Abbess,10,3.5e-05
87877,Roar Uthaug,11,0.077714
1293994,Jon Watts,11,5.7e-05
1128442,Deniz Gamze Ergüven,7,0
30614,Ryan Gosling,6,9.500555
1019303,Duke Johnson,3,0.024063
1094069,Ted Geoghegan,6,0.003734
57917,Toby Genkel,11,0.56
1555020,Sean McCormack,1,1e-06
80752,Shinji Higuchi,14,0.000803
1099862,Dean Israelite,5,0.014345
46588,Bill Pohlad,16,0.271064
231199,Axelle Carolyn,8,2e-06
20204,James Vanderbilt,19,1.221149
17183,Jackie Earle Haley,2,1.740095
1266490,Will Slocombe,4,0
1377131,Stephen S. Campanelli,32,2.7e-05
1217656,Butch Lukic,6,5.9e-05
1061517,Roxanne Benjamin,13,1.8e-05
1081874,Ron Scalpello,5,1e-06
1325366,Antoine Bardou-Jacquet,2,2.2e-05
219961,Kim Farrant,4,0.001361
1416556,Branden Kramer,4,3e-06
1401474,Corin Hardy,6,2.5e-05
1742106,Matt D'Avella,4,0.00112
52094,Jerry Jameson,35,0.012447
44848,Angelo Pizzo,7,5e-05
1179422,Ross Duffer,6,0.000116
1179419,Matt Duffer,6,0.16816
220702,Owen Harris,3,0.010751
1186425,Anthony Wonke,6,0.000687
1234970,Christopher Leone,3,2.2e-05
95321,Chris Sparling,9,4.3e-05
1410294,Stephen Greene,1,1e-05
1469397,Tom Daley,1,8e-06
1401541,Travis Cluff,4,0.036
1401542,Chris Lofing,4,0.0504
15602,Fernando León de Aranoa,22,0.038525
1475576,Rhys Thomas,2,1.5e-05
1222348,Tom Gianas,3,0.4
240376,Andrew Mogel,4,8e-06
62763,Jarrad Paul,4,3.1e-05
967767,Austin Stark,4,0.004536
1004172,Mora Stephens,4,0.002582
40864,Andrew Bujalski,17,0.006111
1003190,Jonás Cuarón,16,0.507361
1454941,László Nemes,6,0.051595
1436122,James Moran,1,0.047816
938618,Grímur Hákonarson,9,1e-06
1422673,Jason Lei Howden,4,1e-06
1165667,Khoa Lê,3,0.004212
67356,Reed Morano,23,0.112896
61659,Chris Messina,1,0.892286
971292,Matthew Heineman,10,0.2352
1438272,Jason Aron,2,8e-06
66086,Mary Agnes Donoghue,8,0.503402
1461473,Tyler Shields,1,0.00024
59935,Steven Hoban,14,0
1378034,Antonia Bogdanovich,3,0.011558
112047,John Baumgartner,6,0.00024
1393833,Crystal Moselle,6,0.001905
1182819,Brian James O'Connell,2,0.004536
67592,Mark Linfield,2,0.568
1190898,Sean Mewshaw,1,2e-06
1199504,Andrew Nackman,2,2.6e-05
1614855,Francesco Cinquemani,4,5.2e-05
1041420,Kent Jones,10,1e-06
143069,Frédéric Tcheng,4,0.4
1409534,Evan Johnson,14,0
1382921,Marc Furmie,2,0.12
1529873,Didier Ah-Koon,2,0.000123
61111,Tara Subkoff,4,0.047039
87059,Galen T. Chu,12,0.460207
110227,Sooraj R. Barjatya,15,0.01512
3087,Robert Duvall,10,8.660146
1380821,Elliot Hegarty,4,0.004383
1498767,Khalil Sullins,3,0.4
1681812,Diane Martel,1,2e-06
994163,Lee Friedlander,14,4.9e-05
1180074,Josh Mond,12,0.07056
1410773,Zeke Norton,2,0
1531462,François Brisson,1,0.003734
1180652,Jeremy M. Inman,8,0.00889
1200523,Jeremy Lalonde,12,0.000972
1445915,Khurram Alavi,1,5e-06
1953676,Ayman Jamal,2,0
1311493,Jane Preston,1,0.013158
550041,Shaun Monson,6,0.029635
9780,Angela Bassett,1,6.496864
1173190,Tony Aloupis,5,5e-06
1438838,Piero Messina,2,0.000816
1375135,Bryan Bockbrader,3,0
1358967,David Burris,2,0.000408
1341911,Brent Hodge,7,0.000921
107377,Derik Murray,11,0.000668
1362815,David Yarovesky,3,2.4e-05
931328,Christopher Zalla,2,0
1413504,Shyam Madiraju,2,3.7e-05
80219,James Roday,5,0.735149
1070673,Dru Brown,4,0
45423,Kris Swanberg,7,0.000137
1434686,Scott Dow,1,0
95519,Nick Sandow,5,0
63003,Ricci Harnett,2,0.012681
1529874,Julien Soret,5,0.000657
1072571,Xu Haofeng,11,0.041194
544748,Caryn Waechter,1,0.000122
1099847,Joel Potrykus,18,0
1024175,Brian Lynch,14,1.087289
66586,Mariah Carey,4,1.551723
1451894,Simon Hung,7,1e-06
1470860,James Bushe,4,0
1448182,Fabrizio Conte,2,0.168
1112607,Rustam Branaman,10,0.000388
1560279,Neil Mcenery-West,2,0.00324
1354864,Patrick Robert Young,4,0
1354865,Powell Robinson,2,4e-06
1457094,Yael Melamede,5,0.021168
1389040,Nancy Leopardi,5,0.00224
591426,Marcin Wrona,7,1e-06
1342601,Nicholas Brooks,9,4e-05
1170861,Maxime Giroux,9,0
1455228,LazRael Lison,5,0.005228
1475130,Sam Friedlander,1,0.004212
76245,Adam Carolla,9,0.574127
76248,Kevin Hench,4,3e-06
3492,Colin Hanks,4,1.8378
938835,Marina Zenovich,10,0.0108
1469309,Claudio Marcone,3,0.01404
78054,Louise Osmond,12,0.003734
1480437,Mike Rutkowski,2,0.000531
1283526,Robert Olsen,5,4.1e-05
1361389,Dan Berk,6,0
130530,Christian Sesma,19,3e-06
1418227,Keith Arem,4,4.1e-05
1481000,Nadeem Soumah,15,3.4e-05
43222,Michael Grossman,5,0.000904
1207558,Nimrod Zalmanowitz,4,0.12
1512118,David MacKay,4,0
562307,Jeff Siergey,4,0.08283
1209172,Juan Feldman,6,2e-06
1297240,Odin Ozdil,2,3e-06
1541264,Richard Elson,2,3e-06
1234311,Mitch Schauer,3,0
86445,Robert Mearns,3,2e-06
1479990,Kimberly Levin,2,0.036
182892,Mike Rohl,12,0.002086
1161014,Andrew Jones,30,0.01332
1300476,Dave Jackson,5,0
1415126,Bryan Carberry,3,0.000196
1039404,J. Clay Tweel,9,6.1e-05
1371562,Tatia Pilieva,3,0.000216
1082434,Michel Franco,17,0
1705560,Mathew Miller,4,0
1500722,Jacob Bernstein,1,0
1647862,Nick Hooker,2,0.029635
1358982,Ryan M. Kennedy,2,0.01512
929616,Marina Rice Bader,5,0.24
1532392,Mahsa Ghorbankarimi,3,0.036
1532393,Alexander Gorelick,2,2.2e-05
64670,Philip Granger,2,0.156
119909,Jonny Owen,6,0.156
95324,Michael C. Martin,5,0.022652
1024702,Gabriel Carrer,9,0.019656
1276441,Mike Testin,8,0.000817
86152,Karen Oganesyan,10,0.0008
562717,Rezo Gigineishvili,10,0.00635
235774,Roman Prygunov,4,0.000228
141934,Jessica Edwards,4,0.0504
1434676,Terron R. Parsons,3,2e-06
1604206,Jay Silverman,3,0
145066,Koichi Sakamoto,31,1.4e-05
1081367,Carlos Stevens,2,0
1372779,Lesley Chilcott,3,7e-06
1020742,Dana Nachman,7,0.00635
56801,Oleg Assadulin,5,0.031307
1629096,Tomohiro Kawamura,1,8e-06
1629097,Yoshihiro Komori,1,0
1581193,Marco van Belle,4,0.4
1215282,Lynne Stopkewich,9,0.428064
1322031,Martin Owen,4,0.52
1679120,Daniel Mansfield,5,0.0108
216535,Nick Slatkin,3,1e-06
572893,Arthur Muhammad,5,0
1428068,Sean McAboy,1,0.00324
532053,Vaughan Sivell,3,2.1e-05
893462,Jerrold Tarog,41,0.005778
1484763,Elena Hazanov,3,0
1502064,Mardana M. Mayginnes,1,0.000625
237089,Stefano Milla,10,1.3e-05
130237,Rob Margolies,3,0.52
183541,Neil Jones,14,1e-05
149079,Derek Scott,2,3e-06
68929,Laurie Anderson,9,0.000972
63008,Reg Traviss,6,0.00324
1427685,Micael Preysler,2,0.000172
6163,Adam Goldberg,8,1.1593
1514632,William Spicer,2,1e-05
1514633,James Moore,3,5e-06
106443,Victor Bonacore,7,2.6e-05
1994326,Alison Armstrong,1,0
1434341,Jim Issa,2,0.8
86988,Demetrius Navarro,8,0.074592
1637383,Thomas Shapiro,2,0
1106192,James Crow,13,0.0504
155007,Bill D'Elia,8,0
1650075,Ryan Brookhart,2,3.4e-05
98173,Greg Lamberson,13,0.12
1529616,Ryan LaPlante,2,0
1405313,Tristan Versluis,9,0.01512
191202,Matt Jones,1,0.069763
1719602,Dave Hill,1,0.05004
1299467,Sharmeen Obaid-Chinoy,11,1e-06
70076,Russell Friedenberg,10,0
1434042,Adrian Țofei,14,5e-06
1550649,Matthew Doyle,4,0.000131
1193472,J.J. Alani,3,0.00635
1071975,ปริภัณฑ์ วัชรานนท์,3,3.7e-05
141822,John Michael Elfers,2,0.036
82442,Phillip Rhee,7,0.764875
1751860,Miri Navasky,3,0.01404
1248157,Karen O'Connor,4,0.2352
1539180,Ryan Nagata,2,1e-06
1839110,Christopher Chambers,1,0.0468
1151216,Sven J. Matten,5,0.00635
1036843,James Balsamo,24,0.003734
1474819,Peter Bergin,2,0
18316,Ally Walker,3,0.646614
147057,Karl Lagerfeld,12,4.1e-05
929010,Steven Nesbit,5,2e-06
1286616,Dpyx,3,0.01512
1518220,Adam C. Caudill,2,4e-06
1518221,Wrion Bowling,2,0.4
1491328,Jason Hawkins,2,0.001905
107722,Grigoriy Dobrygin,8,0.588111
143665,Kirill Pletnev,9,0.112483
1543047,Kamila Safina,3,3.7e-05
1448897,Gillian Wallace Horvat,4,0
1463072,Dylan Brandsema,8,0
1550440,Todd Nunes,4,0.05328
1208793,Troy Byer,1,0.048791
230856,Pascal Morelli,3,1.8e-05
137442,Pyotr Buslov,8,2e-06
1549884,Mark Adderley,2,6.9e-05
227083,Kirill Kuzin,3,0.000101
1624186,Ross Haldane Stevenson,1,2e-06
221727,James D. Rolfe,42,0.006253
1242123,Terry Jastrow,2,3e-06
1656907,Thomas Jakobsen,4,1.1e-05
16850,Rose McGowan,1,3.580539
1675373,Millie Loredo,3,0.003707
1500599,Craig Foley,1,0.4
1665313,Neil Horner,3,0
22636,James Yukich,13,3e-06
63732,Ty Hodges,4,4e-06
1432272,Jack James,3,0.000312
1488759,Michael Valentine,1,0
1496142,Guy Patton,1,0.4
1565719,Chris St. Croix,1,0.0108
1565554,Chris Buchert,1,2e-06
1674999,Jordan Goldnadel,4,2.1e-05
1481270,Nate Dappen,2,1e-06
1481271,Neil Losin,4,0
1564856,Kyle Camarillo,3,1e-05
1443617,Chris Bell,7,0.00635
1401375,Tobias Fouracre,7,1e-06
1508167,Nick DenBoer,1,0.1704
1508168,Davy Force,1,1.6e-05
1488435,Tyler Amm,18,0.00324
1637003,Matthew Rocca,4,0.000292
1731218,Nelson Kim,2,0
98812,Choice Skinner,1,0
1360439,Collin Joseph Neal,1,4.2e-05
1568666,Nadia Bedzhanova,4,0.001905
1781246,Zachary Butler,4,0
1755837,Thomas R. Dickens,1,0.8
1274730,George Simon,2,1e-06
1812378,Kriti Kaur,3,0
1812379,Isabela Littger de Pinho,4,0
1812381,Anna Hinds Paddock,3,0
1605930,Dwayne Hurt,3,0
1044686,Joshua Lim,5,0
225421,Joel Lamangan,91,2.9e-05
110171,Casey Gooden,2,2e-06
1004619,Wiley Watson,6,0
1162747,James Christopher,11,0.07056
1631068,Jon Pretnar,1,0.000228
1246099,Dan McCabe,4,0
1252368,Richard Reisz,4,2e-06
574215,Jared Show,3,0.002667
1487255,Taylor Engel,1,0.00324
1547292,Bidisha Chowdhury,1,0.1704
1554071,Alejandro Sesma,2,0.0108
89109,Hayley Kiyoko,2,0.302373
2012987,Austin Starrett Winchell,1,0
1820954,Guy Distad,1,0
1467461,Taylor Brown,26,0.276314
1553087,Joan Clark,1,0.000972
1553086,Jesse Pfieffer,3,1e-06
1526569,Michael Glover Smith,4,0.00324
1422262,Patrick Ryan,2,0.000292
1826195,Elijah Watson,4,0
1298341,Limbert Fabian,10,7.4e-05
1234300,Rushmore DeNooyer,6,0.01512
1349477,Kirk Wolfinger,5,0.64
1528771,Christian Gridelli,3,1e-06
1444883,Garin Hovannisian,3,0.326928
1444884,Alec Mouhibian,3,0
1736547,Kayla McCormick,1,0
144524,Gerald McCullouch,1,0.6352
1523137,Robert Fontaine,3,0.4
1573264,Sharon Liese,2,0
1610925,Chad Kreuzer,1,8e-06
1841463,Gary Meyer,2,0
1727469,John Reign,2,1e-06
1654188,Harrison Keenan,1,0.036
1102642,Hanh Nguyen,2,0
1674793,Vishal Solanki,2,0.00324
1618100,Alex DiSanto,11,1e-06
1470517,Montetré,1,0
1738600,Jed Tuminaro,2,0
1478711,Sam Kretchmar,3,0
1478014,Luke Ramer,2,0
1577429,Andrei Shulgach,3,1e-06
1577431,Steven Shulgach,1,0.004212
98335,Christopher P. Garetano,7,0.001456
1535436,Andy Schocken,1,0
1480666,Sania Jhankar,3,0
1515490,Nathan Thomas Milliner,5,0.4
1665337,Joe Costa,12,0.00324
1781273,Anderson Cowan,25,3e-06
1603496,Owen Carey Jones,4,5e-06
64135,Charlie McDermott,3,0.720187
111977,Natalie Merchant,2,0
1522867,Malcolm Deegan,3,3.7e-05
1477029,Scott Reeder,1,3e-06
1474834,Elizabeth Spear,2,0
1521901,Adam Green,2,0.8
1540428,Bruce Young,2,3.7e-05
1540429,Nick Chevallier,1,0
1474737,Keil Troisi,2,0
1492014,Bryan Hughes,2,0.12
1436967,Samuel Horton,3,0.036
1516962,Mark Amos,3,0.00017
1507712,Jeff D. Johnson,5,1e-06
1086387,Robert Wilson,4,0.30576
1625078,Ashante P.T. Stokes,4,1.7e-05
1209900,Roberto Lombardi,28,0.010617
1416344,Lloyd Handwerker,2,0.07056
1115269,Mike Lemmon,1,0.000245
1573262,Henry Chaisson,4,0.12
1497075,Conor Long,1,0.64
1979082,Joel Mejia,5,0
1979083,Maia Monasterios,1,0
1979084,Katy Walker,2,0
1482506,Alex Murphy,2,0
1482507,Marissa Murphy,2,0.001905
1498647,Justin Clayton,5,0.0108
1488677,Leopold Vincent Medley,6,0.000972
1635340,Aaron Daniel Jacob,2,0.01512
1424432,Johanna Schwartz,1,1e-06
1474753,Patrick Vella,2,0
1362492,Ericson Just,4,1e-06
1574324,Tomer Kantor,2,6e-05
1696126,James Coleman II,9,0
1598382,Luke Huxham,1,0.00324
1598383,Christopher Kippenberger,1,0.00324
1058091,Robert Eder,1,1e-06
141952,Jimmy Hibbert,2,0.00014
1094419,Ty Hodges,1,0.000284
1733681,Ian Wilson,3,0.000397
130024,Jennifer Blanc,5,7e-06
1628320,Emily Lapisardi,2,0
1502035,Neil Halloran,2,0.4
1432208,"Cisco Davis, Jr.",7,0.8
1780729,Jack Kyser,7,0.01512
1494417,Susana Hormil,1,0.098784
1083816,Günter Atteln,2,0
1601799,Kennedy Goldsby,7,0.04536
1557308,Byron C Miller,4,0.01512
1672428,M.J. Anderson,1,3.4e-05
1757998,Elijah Jefferson,3,0.4
1275329,Dave Parker,3,0.01404
132756,Christian Doyle,3,1.1e-05
1451253,Jacob Pinger,1,0.4
543726,Lauren Ashley Carter,2,0.000878
1910077,Riley Dayne,1,0
184015,Joe Scott,6,0.4
1472937,Adam Sweeney,3,0.0504
1458410,Rebecca Sternberg,1,0
1458409,Randolph Sternberg,2,0
1271622,Jiyoung Lee,3,0
1663967,Chase Smith,4,0
1865166,Dennis L. Reed II,1,0
1482241,Dan Przygoda,1,6e-06
1482242,Victoria Blackburne-Daniell,1,0.4
1589240,Pari Mathur,2,0
229221,Scott Storm,4,0.00168
1242116,Steven Kochones,5,0.000171
1636959,Brian Patrick Butler,18,0.000124
1231084,Scott Baldyga,6,0.00324
1555310,João Enxuto,1,0
1555311,Erica Love,1,0
139642,Mitch Tölderer,1,4e-06
1076796,Scott Steiner,1,8.4e-05
141348,Ken Wardrop,7,0.0504
1520002,Matthew Ladensack,3,1.4e-05
1446490,Katherine Dohan,3,0.01404
1446491,Alanna Stewart,4,0.001361
1173420,Jim Choi,3,0.0504
1699129,Marcello Fonte,2,0.004212
1699130,Paolo Tripodi,2,1e-06
1685964,Jonathan Dee,2,0.012599
1694555,Andrew Bemis,2,0.004212
1824002,Patrick M. Lydon,1,0
1824004,Suhee Kang,1,0.036
1622629,Benjamin May,1,0.52
1918994,Timothy Fielding,1,8e-06
1091923,Peter Mether,4,0
1911216,Nick Adrian,11,0
1586984,Sharon Linezo Hong,3,0
1970960,Brian Work,5,1e-06
1525016,Matt Sample,3,0
1281123,Luke Harrison,2,0.004212
1873440,Cody Thompson,1,0.000408
1873441,Fat Jim,1,0
1449583,Alethea Jones,4,0.01512
1448167,Courtney Cheshire,8,3e-06
1679143,Paul M McAlarney,20,0.000817
1416278,Don Gerardo Frasco,3,0
1013164,Byron Q,2,8e-06
1432219,Craig Jackson,2,0.52
1649406,Ryan Cleek,1,7.4e-05
1566223,Steven Adam Renkovish,7,0
1465508,Jerry J White III,8,0.021168
1551353,Austin Gorski,12,0.008891
1551354,Grant Jones,6,0.001361
1466064,Emily Sheskin,3,0.00648
1439079,Matthan Harris,8,3.6e-05
1825390,Matthew Irving Epstein,2,0
82200,Danny Clinch,10,0.036
1578634,Kid Art,1,0
98699,Kevin J. Lindenmuth,34,0.000361
1904965,Henry Chastain,2,0
1214862,Terrence Flack,2,0.039312
1965578,Blake Dellinger,1,2.2e-05
1465965,Sam Stephenson,1,0
1465966,Ivan Weiss,1,0
74629,Jon Keeyes,19,0.348096
1076061,Janie Geiser,18,2e-05
1625416,Liza Mandelup,4,0.036
1855712,Gabriel Avina,1,0.036
1500026,Alex Tyson,4,0.071568
84050,Eric Chambers,7,0
1302865,Antoinette Zwirchmayr,7,1.6e-05
1609831,Justin Gordon,11,0.12
1541463,Andrea Crespo,1,0
1733003,Benji Sandergaard,8,0
1555241,Adam Chandonnet,1,0
93893,Mark Thimijan,2,0.000255
1364064,Alexandre Larose,15,1.1e-05
1069856,Neil Leifer,5,0
1013956,R. Christian Anderson,4,0.91728
1690520,Robert Anthony Storey,7,0
768038,Pamela Yates,10,0.00635
1702471,Eric Hinwood,2,0
1852970,Eli Lazar,1,0.1668
1563031,Christina Eliopoulos,1,0
1798868,Francesca Stonum,1,0.8
1534140,Mathis Arnell,1,0
1570258,Mike Cramer,2,0
1513264,Matt Barber,4,0
1909025,Pierre Marier,6,0.021168
1602574,Carlo Pangalangan Labrador,3,0
98714,Joel D. Wynkoop,12,1.1e-05
1066300,Tommy Jones,5,0
994912,Zack Bennett,1,0.000337
1686721,Kevin Schlanser,2,8.8e-05
1988318,Joe Gonzales,3,0.12
1560323,Kyle Bastin,8,2e-06
1040333,Harry Kim,2,0.00324
1138871,Wei Liu,1,0.000571
1486739,Ryan Logsdon,1,0
1420370,Mac Jay,2,0
1625081,Michael Stewart,4,0.01512
1625487,Cory McConnell,1,0.01512
1607107,Martine Syms,3,0
1461936,Will Sheff,2,1.1e-05
1034482,Frank V. Ross,15,1.6e-05
1970452,Clayton Vomero,1,0.4
1965201,Jared Seaich,1,1.8e-05
75160,Natalie van den Dungen,8,0
1107763,Billy Woodberry,9,0
1577263,Angel Delgado,4,0.64
1555227,J. Hanna,1,0.000102
1922802,Austin Davoren,1,0
1262481,Alessandro Carloni,4,0.007959
92784,Barry Jenkins,18,0.000372
1211856,Michael Grandage,2,0
402272,Anna Foerster,8,0.001422
118489,Walt Dohrn,9,0.494973
1173102,Garth Davis,5,1.12
1454884,Cedric Nicolas-Troyan,10,0.00362
568322,Dan Trachtenberg,6,0.001905
1281387,Clay Kaytis,6,2e-06
52701,Fergal Reilly,3,0.07056
1316783,Eric Summer,4,0.4
1792483,Éric Warin,2,1.4e-05
1096867,Thea Sharrock,3,0.4
1302082,David F. Sandberg,33,0.029555
1037999,Jeremy Gillespie,13,2e-06
138781,Robert Eggers,13,0.013481
1033661,Travis Knight,8,0.000241
18161,Simon Verhoeven,12,0.00185
1169249,Fabio Guaglione,11,3.7e-05
1169250,Fabio Resinaro,15,5.9e-05
132239,Babak Najafi,8,0.043553
1443611,Gee Malik Linton,5,8e-06
1018336,Nathan Morlando,2,0
1598183,John Lyde,12,0.003741
983909,Kelly Fremon Craig,5,0.000377
1458114,Daniel Ragussis,4,0.008891
1061773,Jake Szymanski,8,0.643929
1215621,Rob Burnett,6,1e-05
1231927,Colm McCarthy,1,0.006147
1210843,Vincent Kesteloot,3,1.1e-05
432629,Shintaro Shimosawa,5,0.00064
6449,Warren Beatty,26,0.795972
57454,Jonathan Jakubowicz,5,9e-06
136153,Peter Atencio,3,1e-06
1063377,Bryan Buckley,7,0.00635
1496011,Matt Brown,6,0
1425432,Nic Mathieu,2,0.000197
190090,Luke Scott,10,1.1e-05
213837,David Hartman,8,5e-06
7166,Kevin Pollak,6,1.39076
8012,Alan Barillaro,11,0.00019
1181360,Jay Martin,3,0.036
79272,Ella Lemhagen,15,0.013506
1300274,Jason Zada,2,1e-06
1617,James Schamus,39,0.007513
189943,David Feiss,8,0
71269,Jericca Cleland,3,5.6e-05
1456241,Alex Brewer,1,0.4
555665,Benjamin Brewer,4,0.0162
77277,Nate Parker,4,1.13544
1491596,Chris McCoy,3,0.000132
64131,Courtney Hunt,3,1e-06
1436974,Max Adams,5,0.001568
183903,Sean Foley,3,0.036
